"","X","X0","X1","X2","X3","X4","X5","X6"
"755",2353,"23-01-2021 08:00","23-01-2021 08:15","176","5.5","41.1","26.4","11.2"
"756",2354,"23-01-2021 08:15","23-01-2021 08:30","176","5.9","40.3","26.2","12"
"757",2355,"23-01-2021 08:30","23-01-2021 08:45","176","5.3","42.9","27.2","12.5"
"758",2356,"23-01-2021 08:45","23-01-2021 09:00","189","5.6","37.4","24.4","12.2"
"759",2357,"23-01-2021 09:00","23-01-2021 09:15","189","4.5","40.9","25.4","12.4"
"760",2358,"23-01-2021 09:15","23-01-2021 09:30","189","1.5","41.4","23.2","12.1"
"761",2359,"23-01-2021 09:30","23-01-2021 09:45","None","None","None","None","None"
"762",2360,"23-01-2021 09:45","23-01-2021 10:00","None","None","None","None","None"
"763",2361,"23-01-2021 10:00","23-01-2021 10:15","None","None","None","None","None"
"764",2362,"23-01-2021 10:15","23-01-2021 10:30","172","8.9","54.1","36","12.1"
"765",2363,"23-01-2021 10:30","23-01-2021 10:45","172","9.6","52.6","35.8","None"
"766",2364,"23-01-2021 10:45","23-01-2021 11:00","177","9.6","51.4","35.1","None"
"767",2365,"23-01-2021 11:00","23-01-2021 11:15","177","11.4","54.7","38.4","None"
"768",2366,"23-01-2021 11:15","23-01-2021 11:30","177","10.1","53.9","36.8","12.9"
"769",2367,"23-01-2021 11:30","23-01-2021 11:45","177","None","None","None","13.3"
"770",2368,"23-01-2021 11:45","23-01-2021 12:00","197","None","None","None","13.7"
"771",2369,"23-01-2021 12:00","23-01-2021 12:15","197","None","None","None","None"
"772",2370,"23-01-2021 12:15","23-01-2021 12:30","197","417.4","14.6","347.1","None"
"773",2371,"23-01-2021 12:30","23-01-2021 12:45","197","465.1","7.3","382","None"
"774",2372,"23-01-2021 12:45","23-01-2021 13:00","168","246.6","17.4","209.7","None"
"775",2373,"23-01-2021 13:00","23-01-2021 13:15","168","8.4","61.2","39.4","13.4"
"776",2374,"23-01-2021 13:15","23-01-2021 13:30","168","10.9","60.1","40.8","14.9"
"777",2375,"23-01-2021 13:30","23-01-2021 13:45","168","8.4","62","39.8","15.1"
"778",2376,"23-01-2021 13:45","23-01-2021 14:00","147","7.4","55.8","35.8","15.3"
"779",2377,"23-01-2021 14:00","23-01-2021 14:15","147","5.2","60.1","36.2","15.1"
"780",2378,"23-01-2021 14:15","23-01-2021 14:30","147","4.8","60.4","36","16.4"
"781",2379,"23-01-2021 14:30","23-01-2021 14:45","147","9.2","67.2","43.3","18.2"
"782",2380,"23-01-2021 14:45","23-01-2021 15:00","146","7.1","63.8","39.7","19"
"783",2381,"23-01-2021 15:00","23-01-2021 15:15","146","8","70","43.8","19.5"
"784",2382,"23-01-2021 15:15","23-01-2021 15:30","None","None","None","None","None"
"785",2383,"23-01-2021 15:30","23-01-2021 15:45","146","7.3","72.7","44.6","19.5"
"786",2384,"23-01-2021 15:45","23-01-2021 16:00","152","9.2","72.7","46.1","19.2"
"787",2385,"23-01-2021 16:00","23-01-2021 16:15","152","8.3","74.8","46.6","18.9"
"788",2386,"23-01-2021 16:15","23-01-2021 16:30","152","10.6","79.8","51.1","18.6"
"789",2387,"23-01-2021 16:30","23-01-2021 16:45","152","8.3","84.2","51.5","18.2"
"790",2388,"23-01-2021 16:45","23-01-2021 17:00","149","9","85.4","52.8","17.7"
"791",2389,"23-01-2021 17:00","23-01-2021 17:15","149","15.4","100.7","66.1","18.4"
"792",2390,"23-01-2021 17:15","23-01-2021 17:30","149","11.2","100.2","62.4","18.4"
"793",2391,"23-01-2021 17:30","23-01-2021 17:45","149","15.7","114.2","73.5","18.2"
