,0,1,2,3,4
623,6.7,5.0,,,4.0
624,5.0,,,4.0,5.7
625,,,4.0,5.7,3.7
626,,4.0,5.7,3.7,1.7
627,4.0,5.7,3.7,1.7,2.8
628,5.7,3.7,1.7,2.8,3.9
629,3.7,1.7,2.8,3.9,5.0
630,1.7,2.8,3.9,5.0,4.4
631,2.8,3.9,5.0,4.4,4.7
632,3.9,5.0,4.4,4.7,4.8
633,5.0,4.4,4.7,4.8,2.9
634,4.4,4.7,4.8,2.9,5.6
635,4.7,4.8,2.9,5.6,5.0
636,4.8,2.9,5.6,5.0,6.0
637,2.9,5.6,5.0,6.0,4.1
638,5.6,5.0,6.0,4.1,0.6
639,5.0,6.0,4.1,0.6,4.1
640,6.0,4.1,0.6,4.1,3.1
641,4.1,0.6,4.1,3.1,6.1
642,0.6,4.1,3.1,6.1,5.8
643,4.1,3.1,6.1,5.8,1.4
644,3.1,6.1,5.8,1.4,3.9
645,6.1,5.8,1.4,3.9,7.5
646,5.8,1.4,3.9,7.5,5.4
647,1.4,3.9,7.5,5.4,5.3
648,3.9,7.5,5.4,5.3,3.0
649,7.5,5.4,5.3,3.0,1.7
650,5.4,5.3,3.0,1.7,3.2
651,5.3,3.0,1.7,3.2,5.3
652,3.0,1.7,3.2,5.3,4.6
653,1.7,3.2,5.3,4.6,5.7
654,3.2,5.3,4.6,5.7,7.5
655,5.3,4.6,5.7,7.5,15.9
656,4.6,5.7,7.5,15.9,13.6
657,5.7,7.5,15.9,13.6,16.9
658,7.5,15.9,13.6,16.9,22.5
659,15.9,13.6,16.9,22.5,16.2
660,13.6,16.9,22.5,16.2,18.9
661,16.9,22.5,16.2,18.9,
662,22.5,16.2,18.9,,
663,16.2,18.9,,,
664,18.9,,,,19.7
665,,,,19.7,23.2
666,,,19.7,23.2,17.9
667,,19.7,23.2,17.9,17.9
668,19.7,23.2,17.9,17.9,16.2
669,23.2,17.9,17.9,16.2,
670,17.9,17.9,16.2,,
671,17.9,16.2,,,
672,16.2,,,,378.3
673,,,,378.3,301.0
674,,,378.3,301.0,23.3
675,,378.3,301.0,23.3,17.4
676,378.3,301.0,23.3,17.4,9.0
677,301.0,23.3,17.4,9.0,9.5
678,23.3,17.4,9.0,9.5,11.8
679,17.4,9.0,9.5,11.8,15.3
680,9.0,9.5,11.8,15.3,9.0
681,9.5,11.8,15.3,9.0,10.6
682,11.8,15.3,9.0,10.6,10.2
683,15.3,9.0,10.6,10.2,
684,9.0,10.6,10.2,,14.7
685,10.6,10.2,,14.7,9.4
686,10.2,,14.7,9.4,16.5
687,,14.7,9.4,16.5,10.6
688,14.7,9.4,16.5,10.6,
689,9.4,16.5,10.6,,11.7
690,16.5,10.6,,11.7,17.7
691,10.6,,11.7,17.7,16.7
692,,11.7,17.7,16.7,15.2
693,11.7,17.7,16.7,15.2,15.3
694,17.7,16.7,15.2,15.3,13.7
695,16.7,15.2,15.3,13.7,21.6
696,15.2,15.3,13.7,21.6,13.6
697,15.3,13.7,21.6,13.6,17.9
