,0,1,5
13,Prescribed Standards, ,0-200
14,Exceeding Standards, ,NA
15,Remarks,,
16,From Date,To Date,NOx
2718,27-01-2021 03:15,27-01-2021 03:30,32.3
2719,27-01-2021 03:30,27-01-2021 03:45,38.4
2720,27-01-2021 03:45,27-01-2021 04:00,30.8
2721,27-01-2021 04:00,27-01-2021 04:15,29.1
2722,27-01-2021 04:15,27-01-2021 04:30,27
2723,27-01-2021 04:30,27-01-2021 04:45,29.3
2724,27-01-2021 04:45,27-01-2021 05:00,30.7
2725,27-01-2021 05:00,27-01-2021 05:15,30.5
2726,27-01-2021 05:15,27-01-2021 05:30,30.8
2727,27-01-2021 05:30,27-01-2021 05:45,27.6
2728,27-01-2021 05:45,27-01-2021 06:00,30.8
2729,27-01-2021 06:00,27-01-2021 06:15,27
2730,27-01-2021 06:15,27-01-2021 06:30,27
2731,27-01-2021 06:30,27-01-2021 06:45,27.1
2732,27-01-2021 06:45,27-01-2021 07:00,27.3
2733,27-01-2021 07:00,27-01-2021 07:15,30
2734,27-01-2021 07:15,27-01-2021 07:30,24.3
2735,27-01-2021 07:30,27-01-2021 07:45,24.4
2736,27-01-2021 07:45,27-01-2021 08:00,29.3
2737,27-01-2021 08:00,27-01-2021 08:15,33.5
2738,27-01-2021 08:15,27-01-2021 08:30,43.9
2739,27-01-2021 08:30,27-01-2021 08:45,63.1
2740,27-01-2021 08:45,27-01-2021 09:00,68.3
2741,27-01-2021 09:00,27-01-2021 09:15,69.8
2742,27-01-2021 09:15,27-01-2021 09:30,67.3
2743,27-01-2021 09:30,27-01-2021 09:45,None
2744,27-01-2021 09:45,27-01-2021 10:00,None
2745,27-01-2021 10:00,27-01-2021 10:15,None
2746,27-01-2021 10:15,27-01-2021 10:30,50.7
2747,27-01-2021 10:30,27-01-2021 10:45,54.6
2748,27-01-2021 10:45,27-01-2021 11:00,52.5
2749,27-01-2021 11:00,27-01-2021 11:15,49.3
2750,27-01-2021 11:15,27-01-2021 11:30,None
2751,27-01-2021 11:30,27-01-2021 11:45,None
2752,27-01-2021 11:45,27-01-2021 12:00,None
2753,27-01-2021 12:00,27-01-2021 12:15,None
2754,27-01-2021 12:15,27-01-2021 12:30,37.6
2755,27-01-2021 12:30,27-01-2021 12:45,39.9
2756,27-01-2021 12:45,27-01-2021 13:00,40.4
2757,27-01-2021 13:00,27-01-2021 13:15,197.4
2758,27-01-2021 13:15,27-01-2021 13:30,341.9
2759,27-01-2021 13:30,27-01-2021 13:45,381.8
2760,27-01-2021 13:45,27-01-2021 14:00,143.8
2761,27-01-2021 14:00,27-01-2021 14:15,38.6
2762,27-01-2021 14:15,27-01-2021 14:30,None
2763,27-01-2021 14:30,27-01-2021 14:45,41.5
2764,27-01-2021 14:45,27-01-2021 15:00,43.6
2765,27-01-2021 15:00,27-01-2021 15:15,42.8
2766,27-01-2021 15:15,27-01-2021 15:30,52.3
2767,27-01-2021 15:30,27-01-2021 15:45,48.5
2768,27-01-2021 15:45,27-01-2021 16:00,45.7
2769,27-01-2021 16:00,27-01-2021 16:15,49.1
2770,27-01-2021 16:15,27-01-2021 16:30,None
2771,27-01-2021 16:30,27-01-2021 16:45,54.5
2772,27-01-2021 16:45,27-01-2021 17:00,58.2
2773,27-01-2021 17:00,27-01-2021 17:15,59.8
2774,27-01-2021 17:15,27-01-2021 17:30,67.5
2775,27-01-2021 17:30,27-01-2021 17:45,85.4
2776,27-01-2021 17:45,27-01-2021 18:00,101
2777,27-01-2021 18:00,27-01-2021 18:15,100.1
2778,27-01-2021 18:15,27-01-2021 18:30,None
2779,27-01-2021 18:30,27-01-2021 18:45,120
2780,27-01-2021 18:45,27-01-2021 19:00,180.9
2781,27-01-2021 19:00,27-01-2021 19:15,232
2782,27-01-2021 19:15,27-01-2021 19:30,173.6
2783,27-01-2021 19:30,27-01-2021 19:45,130.8
2784,27-01-2021 19:45,27-01-2021 20:00,127.6
2785,27-01-2021 20:00,27-01-2021 20:15,149
2786,27-01-2021 20:15,27-01-2021 20:30,131.2
2787,27-01-2021 20:30,27-01-2021 20:45,114
2788,27-01-2021 20:45,27-01-2021 21:00,146.8
2789,27-01-2021 21:00,27-01-2021 21:15,126.5
2790,27-01-2021 21:15,27-01-2021 21:30,103.7
2791,27-01-2021 21:30,27-01-2021 21:45,88.1
2792,27-01-2021 21:45,27-01-2021 22:00,81.9
2793,27-01-2021 22:00,27-01-2021 22:15,77.7
2794,27-01-2021 22:15,27-01-2021 22:30,72.5
2795,27-01-2021 22:30,27-01-2021 22:45,73.3
2796,27-01-2021 22:45,27-01-2021 23:00,72.2
2797,27-01-2021 23:00,27-01-2021 23:15,71.4
2798,27-01-2021 23:15,27-01-2021 23:30,61.8
2799,27-01-2021 23:30,27-01-2021 23:45,None
2800,27-01-2021 23:45,28-01-2021 00:00,48.4
2801,28-01-2021 00:00,28-01-2021 00:15,46.8
2802,28-01-2021 00:15,28-01-2021 00:30,None
2803,28-01-2021 00:30,28-01-2021 00:45,45.6
2804,28-01-2021 00:45,28-01-2021 01:00,41.6
2805,28-01-2021 01:00,28-01-2021 01:15,39.8
2806,28-01-2021 01:15,28-01-2021 01:30,38.7
2807,28-01-2021 01:30,28-01-2021 01:45,34.4
2808,28-01-2021 01:45,28-01-2021 02:00,32.1
2809,28-01-2021 02:00,28-01-2021 02:15,30.4
2810,28-01-2021 02:15,28-01-2021 02:30,30.9
2811,28-01-2021 02:30,28-01-2021 02:45,31.6
2812,28-01-2021 02:45,28-01-2021 03:00,31.2
2813,28-01-2021 03:00,28-01-2021 03:15,32.7
2814,28-01-2021 03:15,28-01-2021 03:30,31.7
2815,28-01-2021 03:30,28-01-2021 03:45,30.4
2816,28-01-2021 03:45,28-01-2021 04:00,30.6
2817,28-01-2021 04:00,28-01-2021 04:15,27.9
2818,28-01-2021 04:15,28-01-2021 04:30,28.5
2819,28-01-2021 04:30,28-01-2021 04:45,None
2820,28-01-2021 04:45,28-01-2021 05:00,29.3
2821,28-01-2021 05:00,28-01-2021 05:15,29
2822,28-01-2021 05:15,28-01-2021 05:30,32
2823,28-01-2021 05:30,28-01-2021 05:45,26.4
2824,28-01-2021 05:45,28-01-2021 06:00,32.3
2825,28-01-2021 06:00,28-01-2021 06:15,31.5
2826,28-01-2021 06:15,28-01-2021 06:30,31
2827,28-01-2021 06:30,28-01-2021 06:45,28.2
2828,28-01-2021 06:45,28-01-2021 07:00,33.4
2829,28-01-2021 07:00,28-01-2021 07:15,29.8
2830,28-01-2021 07:15,28-01-2021 07:30,30.7
2831,28-01-2021 07:30,28-01-2021 07:45,29.1
2832,28-01-2021 07:45,28-01-2021 08:00,31.8
2833,28-01-2021 08:00,28-01-2021 08:15,32.2
2834,28-01-2021 08:15,28-01-2021 08:30,31.6
2835,28-01-2021 08:30,28-01-2021 08:45,37.2
2836,28-01-2021 08:45,28-01-2021 09:00,42.3
2837,28-01-2021 09:00,28-01-2021 09:15,37.8
2838,28-01-2021 09:15,28-01-2021 09:30,34.2
2839,28-01-2021 09:30,28-01-2021 09:45,None
2840,28-01-2021 09:45,28-01-2021 10:00,None
2841,28-01-2021 10:00,28-01-2021 10:15,None
2842,28-01-2021 10:15,28-01-2021 10:30,44.1
2843,28-01-2021 10:30,28-01-2021 10:45,56
2844,28-01-2021 10:45,28-01-2021 11:00,47.7
2845,28-01-2021 11:00,28-01-2021 11:15,43.8
2846,28-01-2021 11:15,28-01-2021 11:30,38.4
2847,28-01-2021 11:30,28-01-2021 11:45,None
2848,28-01-2021 11:45,28-01-2021 12:00,None
2849,28-01-2021 12:00,28-01-2021 12:15,None
2850,28-01-2021 12:15,28-01-2021 12:30,None
2851,28-01-2021 12:30,28-01-2021 12:45,400.2
2852,28-01-2021 12:45,28-01-2021 13:00,80.5
2853,28-01-2021 13:00,28-01-2021 13:15,58.2
2854,28-01-2021 13:15,28-01-2021 13:30,62.7
2855,28-01-2021 13:30,28-01-2021 13:45,66
2856,28-01-2021 13:45,28-01-2021 14:00,58.6
2857,28-01-2021 14:00,28-01-2021 14:15,57.1
2858,28-01-2021 14:15,28-01-2021 14:30,47.5
2859,28-01-2021 14:30,28-01-2021 14:45,44.4
2860,28-01-2021 14:45,28-01-2021 15:00,41.7
2861,28-01-2021 15:00,28-01-2021 15:15,None
2862,28-01-2021 15:15,28-01-2021 15:30,43.8
2863,28-01-2021 15:30,28-01-2021 15:45,40.5
2864,28-01-2021 15:45,28-01-2021 16:00,38.9
2865,28-01-2021 16:00,28-01-2021 16:15,48.3
2866,28-01-2021 16:15,28-01-2021 16:30,53.1
2867,28-01-2021 16:30,28-01-2021 16:45,51.6
2868,28-01-2021 16:45,28-01-2021 17:00,63.2
2869,28-01-2021 17:00,28-01-2021 17:15,72.3
2870,28-01-2021 17:15,28-01-2021 17:30,83.7
2871,28-01-2021 17:30,28-01-2021 17:45,98.9
2872,28-01-2021 17:45,28-01-2021 18:00,105.4
2873,28-01-2021 18:00,28-01-2021 18:15,98.1
2874,28-01-2021 18:15,28-01-2021 18:30,113.2
2875,28-01-2021 18:30,28-01-2021 18:45,112.3
2876,28-01-2021 18:45,28-01-2021 19:00,103.7
2877,28-01-2021 19:00,28-01-2021 19:15,74.3
2878,28-01-2021 19:15,28-01-2021 19:30,81.8
2879,28-01-2021 19:30,28-01-2021 19:45,87.8
2880,28-01-2021 19:45,28-01-2021 20:00,81.8
2881,28-01-2021 20:00,28-01-2021 20:15,83.6
2882,28-01-2021 20:15,28-01-2021 20:30,75.2
2883,28-01-2021 20:30,28-01-2021 20:45,63.9
2884,28-01-2021 20:45,28-01-2021 21:00,63.1
2885,28-01-2021 21:00,28-01-2021 21:15,57.9
2886,28-01-2021 21:15,28-01-2021 21:30,51.8
2887,28-01-2021 21:30,28-01-2021 21:45,46.9
2888,28-01-2021 21:45,28-01-2021 22:00,43.3
2889,28-01-2021 22:00,28-01-2021 22:15,38.2
2890,28-01-2021 22:15,28-01-2021 22:30,32.2
2891,28-01-2021 22:30,28-01-2021 22:45,35.9
2892,28-01-2021 22:45,28-01-2021 23:00,28.5
2893,28-01-2021 23:00,28-01-2021 23:15,28.9
2894,28-01-2021 23:15,28-01-2021 23:30,27.8
2895,28-01-2021 23:30,28-01-2021 23:45,None
2896,28-01-2021 23:45,29-01-2021 00:00,28.1
2897,29-01-2021 00:00,29-01-2021 00:15,25.6
2898,29-01-2021 00:15,29-01-2021 00:30,23.8
2899,29-01-2021 00:30,29-01-2021 00:45,26.2
2900,29-01-2021 00:45,29-01-2021 01:00,26
2901,29-01-2021 01:00,29-01-2021 01:15,22.2
2902,29-01-2021 01:15,29-01-2021 01:30,23.6
2903,29-01-2021 01:30,29-01-2021 01:45,23.5
2904,29-01-2021 01:45,29-01-2021 02:00,22.6
2905,29-01-2021 02:00,29-01-2021 02:15,23.3
2906,29-01-2021 02:15,29-01-2021 02:30,None
2907,29-01-2021 02:30,29-01-2021 02:45,26.6
2908,29-01-2021 02:45,29-01-2021 03:00,24.5
2909,29-01-2021 03:00,29-01-2021 03:15,20.8
2910,29-01-2021 03:15,29-01-2021 03:30,23.8
2911,29-01-2021 03:30,29-01-2021 03:45,21.6
2912,29-01-2021 03:45,29-01-2021 04:00,23.3
2913,29-01-2021 04:00,29-01-2021 04:15,24.1
2914,29-01-2021 04:15,29-01-2021 04:30,23.7
2915,29-01-2021 04:30,29-01-2021 04:45,24.8
2916,29-01-2021 04:45,29-01-2021 05:00,23.4
2917,29-01-2021 05:00,29-01-2021 05:15,23.1
2918,29-01-2021 05:15,29-01-2021 05:30,21.3
2919,29-01-2021 05:30,29-01-2021 05:45,22
2920,29-01-2021 05:45,29-01-2021 06:00,21.1
2921,29-01-2021 06:00,29-01-2021 06:15,22.2
2922,29-01-2021 06:15,29-01-2021 06:30,21.9
2923,29-01-2021 06:30,29-01-2021 06:45,23
2924,29-01-2021 06:45,29-01-2021 07:00,25.9
2925,29-01-2021 07:00,29-01-2021 07:15,22.9
2926,29-01-2021 07:15,29-01-2021 07:30,24.9
2927,29-01-2021 07:30,29-01-2021 07:45,26.6
2928,29-01-2021 07:45,29-01-2021 08:00,26.4
2929,29-01-2021 08:00,29-01-2021 08:15,24.7
2930,29-01-2021 08:15,29-01-2021 08:30,24.9
2931,29-01-2021 08:30,29-01-2021 08:45,26.3
2932,29-01-2021 08:45,29-01-2021 09:00,27.6
2933,29-01-2021 09:00,29-01-2021 09:15,28
2934,29-01-2021 09:15,29-01-2021 09:30,29.2
2935,29-01-2021 09:30,29-01-2021 09:45,None
2936,29-01-2021 09:45,29-01-2021 10:00,None
2937,29-01-2021 10:00,29-01-2021 10:15,None
2938,29-01-2021 10:15,29-01-2021 10:30,32.6
2939,29-01-2021 10:30,29-01-2021 10:45,30.5
2940,29-01-2021 10:45,29-01-2021 11:00,32.5
2941,29-01-2021 11:00,29-01-2021 11:15,30.7
2942,29-01-2021 11:15,29-01-2021 11:30,40.7
2943,29-01-2021 11:30,29-01-2021 11:45,None
2944,29-01-2021 11:45,29-01-2021 12:00,None
2945,29-01-2021 12:00,29-01-2021 12:15,None
2946,29-01-2021 12:15,29-01-2021 12:30,32.2
2947,29-01-2021 12:30,29-01-2021 12:45,36.4
2948,29-01-2021 12:45,29-01-2021 13:00,32.7
2949,29-01-2021 13:00,29-01-2021 13:15,30.3
2950,29-01-2021 13:15,29-01-2021 13:30,32.8
2951,29-01-2021 13:30,29-01-2021 13:45,35.8
2952,29-01-2021 13:45,29-01-2021 14:00,36.5
2953,29-01-2021 14:00,29-01-2021 14:15,36.5
2954,29-01-2021 14:15,29-01-2021 14:30,32.9
2955,29-01-2021 14:30,29-01-2021 14:45,32.8
2956,29-01-2021 14:45,29-01-2021 15:00,38.7
2957,29-01-2021 15:00,29-01-2021 15:15,32.7
2958,29-01-2021 15:15,29-01-2021 15:30,32.9
2959,29-01-2021 15:30,29-01-2021 15:45,40.5
2960,29-01-2021 15:45,29-01-2021 16:00,None
2961,29-01-2021 16:00,29-01-2021 16:15,34.2
2962,29-01-2021 16:15,29-01-2021 16:30,37.1
2963,29-01-2021 16:30,29-01-2021 16:45,39.5
2964,29-01-2021 16:45,29-01-2021 17:00,41.4
2965,29-01-2021 17:00,29-01-2021 17:15,50.1
